ID,Tweet Content,Likes,Retweets,Replies,Tweet Creation Date,Engagement,Engagement_Level,Emocion,Intensidad,Prob_Emocion
403,"EN UNOS MINUTOS: NUEVO VÍDEO EN EL RINCÓN DE GIORGIO
Un caso muy reciente y muy bestia que sucedió en uno de nuestros países favoritos... Japón.",6249,141,77,2023-02-12 16:19:44,6467,Medio,Neutral,Alta,0.913
404,"NUEVO VÍDEO
El caso de la Yandere real: Yuka Takaoka...",1475,76,25,2023-02-12 16:48:34,1576,Bajo,Neutral,Alta,0.981
405,Xokas separando la violencia con el poder de la Fuerza,89366,3149,593,2023-02-16 21:35:31,93108,Viral,Neutral,Alta,0.985
406,"Gracias a todos por los mensajes tan bonitos por lo de ayer.
Hicimos historia, un evento de combate underground, sin casi móviles, violencia a la par que respeto y honor, y 320.000 espectadores de media. Impresionante.
Dogfight ha empezado.

PD: voy a matar al puto David Suárez.",77806,2482,730,2023-02-18 15:20:34,81018,Viral,Alegría,Alta,0.995
407,"NUEVO PODCAST
Como cada semana, tertulia en The Wild Project con las noticias más interesantes de los últimos días. Hablemos del DWT, de David Suárez y Tiparraco, por supuesto.",1228,48,20,2023-02-21 15:43:44,1296,Bajo,Neutral,Alta,0.934
408,Al menos ganaremos la liga.,22729,761,714,2023-02-23 21:55:45,24204,Alto,Neutral,Alta,0.936
409,"Voy a ir subiendo todos los combates del DOGFIGHT WILD TOURNAMENT al nuevo canal.
¡Comenzamos por esta auténtica locura: 2VS1!

https://
youtu.be/RyfQRhGwcRk
Todos a darle mucho cariño ",1550,54,23,2023-02-24 16:01:11,1627,Bajo,Alegría,Alta,0.986
410,Amouranth,28600,344,288,2023-02-27 22:15:34,29232,Alto,Alegría,Media,0.581
411,Luzu vs Fernanfloo va a ser un combate de amor y abrazos,16861,394,75,2023-02-27 23:58:16,17330,Alto,Neutral,Media,0.596
412,"NUEVO PODCAST
Tertulia como cada semana en The Wild Project. En esta semana hablamos de la locura de Amouranth y más cositas. No os lo perdáis!",892,38,11,2023-02-28 15:57:56,941,Bajo,Alegría,Alta,0.97
413,"NUEVO PODCAST
Jony de viviendoenlacalle, me visita para contarme su turbulenta vida, sus pasos por la cárcel, las adicciones, y como estuvo 7 años viviendo en la calle, hasta que encontró la motivación para volver a disfrutar de la vida. Brutal.",1651,72,30,2023-03-02 15:26:26,1753,Bajo,Alegría,Alta,0.988
414,"JON JONES, LA MADRE QUE LO PARIÓ.
Mejor de la historia.
#UFC285",2850,183,76,2023-03-05 05:52:18,3109,Medio,Alegría,Baja,0.436
415,"NUEVO PODCAST
Tertulia como cada semana, en esta ocasión Tamayo se pondrá a si mismo en serios problemas. Ídolo.

https://
youtu.be/XUfJ3HoZWZw",717,34,29,2023-03-07 15:57:41,780,Bajo,Neutral,Alta,0.979
416,"NUEVO PODCAST
Ilia Topuria, estrella de la UFC y futuro campeón, me visita para un podcast donde hablamos de lo que significa pelear en una competición así, y que pasaría si alguien le buscara las cosquillas por la calle... spoiler, no termina bien.

https://
youtu.be/3-kXug_KlSs",1315,79,45,2023-03-09 15:38:03,1439,Bajo,Neutral,Alta,0.993
417,Jagger ya se ha pasado tantas veces la vida que tiene que inventarse nuevos personajes.,26918,1059,126,2023-03-10 16:55:22,28103,Alto,Neutral,Alta,0.986
418,"Al conocernos tuvimos nuestros más y menos, pero al final nos quedó un gran cariño mútuo, y me apena mucho saber que el gran Tongo ha fallecido hoy 
Un abrazo enorme a la familia y espero que siga cantando y haciendo reír en el otro lado.",103202,9496,1075,2023-03-11 05:53:59,113773,Viral,Tristeza,Alta,0.931
419,"NUEVO PODCAST
Como cada semana, tertulia con mi gente. En esta ocasión toca hablar del triste fallecimiento de Tongo, y de la genialidad de Jagger (y van…)",826,34,16,2023-03-14 14:55:48,876,Bajo,Alegría,Media,0.549
420,"NUEVO PODCAST
Impresionante este podcast, en serio. Uno de los neurocirujanos más top del mundo me visita, hablaremos del cerebro, de operar a gente que está despierta, de donde nacen la consciencia y las emociones… y mucho más. No te lo pierdas!",2050,111,47,2023-03-16 15:28:05,2208,Bajo,Alegría,Alta,0.985
421,"NUEVO VÍDEO
Día del Padre, pues ración del grandísimo PAPA GIORGIO en El Rincón, a lo old school. En esta ocasión reacciona a uno de los más locos de interntet, Gaspi... no os lo podéis perder!
(Y sí, esta semana comenzaré RESIDENT EVIL 4 REMAKE )",1434,59,29,2023-03-19 15:15:46,1522,Bajo,Alegría,Alta,0.986
422,"Hoy estoy invitado a ver el Barça-Madrid desde el palco presidencial, iba a ir en tirantes pero me han dado el stop…
Creo que va a ser una de las experiencias más curiosas de mi vida en los últimos años.",22014,310,193,2023-03-19 15:37:02,22517,Alto,Alegría,Alta,0.967
423,"Ter Stegen es alemaaaaannnnn 
Estaba pensando en De Jong y se me coló jaja

Bueno ya tengo clip para el podcast ",12546,227,71,2023-03-19 21:17:50,12844,Alto,Alegría,Alta,0.793
424,"NUEVO PODCAST
Episodio 200 de The Wild Project, con dos personas espectaculares: 
@illojuan
 y 
@mariaisabelrr9
, espero que tengáis unas 300 horas libres. Porque no veas lo que hablan... Os quiero ",12210,878,118,2023-03-21 15:31:54,13206,Alto,Alegría,Alta,0.996
425,"Hoy ha llegado esto a casa y a mi padre se le han saltado las lágrimas 
El 13 de abril se cumple uno de los sueños de su vida, su propio libro sale a la venta para que todos podáis conocer su vida y sus historias. Un libro precioso.
Aquí tenéis el link: 
https://
amzn.eu/d/7OR3qK4",11209,531,101,2023-03-21 17:23:44,11841,Alto,Alegría,Alta,0.98
426,"SEGUNDA PARTE DEL PODCAST CON MASI E ILLOJUAN
¿Os pensabais que nosotros 3 solo podemos charlas tres horas y media? Imposible, aquí están más horas de charla tremenda con estos cracks :)",1955,78,24,2023-03-23 16:22:25,2057,Bajo,Alegría,Alta,0.985
427,"Hoy he empezado la serie de RESIDENT EVIL 4 REMAKE en mi canal.
¡Más de dos horas de vídeo de un juego que os va a encantar!
Apoyad este primer capítulo porque me lo han puesto +18 y me está jodiendo vivo (aunque me lo acabaran quitando seguro, el daño está hecho). ¡Thx YouTube!",4764,145,57,2023-03-23 16:26:32,4966,Medio,Alegría,Alta,0.842
428,"NO ES BROMA
Acaban de anunciar un juego para Switch cuyo protagonista se llama POLLON. A veces, el mundo puede ser un lugar maravilloso.",24569,1161,229,2023-03-23 22:31:11,25959,Alto,Neutral,Alta,0.959
429,"NUEVO VÍDEO
Seguimos con Resident Evil 4 Remake, en esta ocasión Leon encuentra por fin a Ashley, con la que tendrá sus historietas...",960,33,28,2023-03-24 16:00:06,1021,Bajo,Alegría,Alta,0.868
430,"Nooooooooooo ha muerto CHABELO 
Esto sí que significa que el Apocalipsis ha llegado.
Descanse en paz maestro.",46101,1588,273,2023-03-25 16:51:51,47962,Alto,Tristeza,Alta,0.916
431,"Muy contento con el EXITAZO de la Kings League 
Esto nos va bien a todos los que nos dedicamos a lo digital, demostrar que podemos ofrecer productos que rivalicen a nivel de números y entretenimiento con cualquier televisión o productora. Bravo.",23982,446,101,2023-03-26 21:58:06,24529,Alto,Alegría,Alta,0.997
432,"DIRECTO EN MI CANAL
Hoy me vuelvo streamer (por un ratito, no nos flipemos) y termino en directo el Residente del Mal 4 Vuelto a Hacer.
Aquí lo tenéis: 
https://
youtube.com/live/BCdJcCV_e
a4?feature=share
…
A las 5 de la tarde, hora española ",1169,34,26,2023-03-29 13:23:15,1229,Bajo,Neutral,Alta,0.984
433,"NUEVO PODCAST
Tertulia de nuevo en The Wild Project, hablando de cositas interesantes entre las cuales está el programa de locos que El Rubius ha creado con IA. ¡No os lo perdáis!",797,29,12,2023-04-04 14:28:06,838,Bajo,Alegría,Alta,0.964
434,"NUEVO PODCAST
Me visita Bojan Krkic, ahora que se acaba de retirar, para charlar de su carrera, pero más importante, de salud mental y de como ha llevado la ansiedad y la presión de tener que ser una estrella desde adolescente...",1660,88,31,2023-04-06 14:55:31,1779,Bajo,Neutral,Alta,0.885
435,Dos genios en la tertulia de hoy ,5765,107,35,2023-04-11 17:38:04,5907,Medio,Alegría,Alta,0.751
436,"YA A LA VENTA EL LIBRO DE MI PAPI: Los cuentos de Papa Giorgio 
Está super contento e ilusionado, y me encanta verlo así 
Si queréis comprarlo, está aquí: 
https://
amzn.eu/d/ew409wV",7077,224,46,2023-04-13 14:33:31,7347,Medio,Alegría,Alta,0.994
437,mala época para ser del barça,13637,1033,834,2023-04-18 20:40:28,15504,Alto,Neutral,Alta,0.974
438,"NUEVO PODCAST
Ed Calderon, que ha luchado contra los narcos buena parte de su vida, me visita para un duro podcast sobre experiencias que cambian la vida, la realidad de la mafia mexicana y muchos temas que os abrirán los ojos. ¡No os lo perdáis!",1088,36,22,2023-04-20 14:56:08,1146,Bajo,Alegría,Alta,0.932
439,"Qué puta vergüenza que quiten el verificado a gente que lo necesita, que es reconocida y que puede tener miles de suplantadores. Elon, te aprecio, pero esta jugada es de rata absoluta.",44944,1468,1452,2023-04-21 04:42:40,47864,Alto,Enfado,Alta,0.933
440,"ta guapo mi nuevo verificado, gracias elon",27978,389,202,2023-04-22 13:36:56,28569,Alto,Alegría,Alta,0.809
441,"Y ahora, sin pagar nada, nos ponen la verificación de nuevo…
Elon deja la farlopa, primer aviso.",19017,299,186,2023-04-23 02:37:56,19502,Alto,Enfado,Media,0.664
442,"Estoy muy triste, y cabreado con la organización de la firma de libros que he hecho este St Jordi junto a mi papi 
@PapaGiorgioReal
 en Barcelona. Estas firmas las organizan las editoriales, en mi caso Penguin Random House, una de las más serias y grandes del mundo.

Sabiendo quién",19492,948,333,2023-04-23 20:49:00,20773,Alto,Enfado,Alta,0.894
443,"NUEVO PODCAST
Tertulia como cada semana con las temas más interesantes de los últimos días. Un besico ",699,27,23,2023-04-25 14:57:22,749,Bajo,Alegría,Alta,0.948
444,"Hermosuras, este mayo mi padre y yo vamos a hacer otra firma de libros en Barcelona, para toda la gente que se quedó fuera por la horrorosa organización. Esta vez todo estará bien montado y os aseguro que podremos estar bien por vosotros
No sé fecha aún, pero en breves la diré.",4271,81,36,2023-04-25 15:54:59,4388,Medio,Alegría,Alta,0.977
445,"Gracias a todos los que habéis mandado mensajes bonitos a mi padre, el tío es un samurai total, cada año más fuerte. Me lo tenéis que cuidar para que llegue a los 100 ",6562,107,49,2023-04-25 20:13:49,6718,Medio,Alegría,Alta,0.997
446,"Hermosos, la tertulia se publicará mañana y el 1vs1 el viernes, que llegué ayer de un viaje y no he podido grabar hasta hoy.
¡Se os quiere!
Spoiler tertulianos: Nate y Shaun
Adiossssss",3000,44,68,2023-05-09 14:50:57,3112,Medio,Alegría,Alta,0.988
447,"Youtube está pensando en bloquear adblock, irónico.",11053,181,140,2023-05-11 12:43:06,11374,Alto,Neutral,Alta,0.933
448,"Todo el mundo a felicitar a este titán, que hoy cumple años y está más machote que nunca. Te quiero papi ",13923,332,258,2023-05-11 15:51:13,14513,Alto,Alegría,Alta,0.993
449,"NUEVO PODCAST
Amarna Miller me visita para contarme sus aventuras por el mundo, como beber sangre recién extraída de un cuerpo o vivir dos años en una furgoneta. Anécdotas mil de una crack, no os lo perdáis!",1506,49,45,2023-05-12 15:05:00,1600,Bajo,Alegría,Alta,0.996
450,"Mi padre del Barça.
Mi madre del Espanyol.
Hoy se divorcian.",15414,335,102,2023-05-14 19:12:13,15851,Alto,Neutral,Media,0.674
451,"Visca el Barça!!!
En un año rarísimo, viniendo de la depresión, hemos ganado la liga 4 jornadas antes del final de forma brillante.
Ahora a seguir reconstruyendo y a rezar para que no nos toque el Bayern nunca más ",11477,456,108,2023-05-14 20:57:11,12041,Alto,Alegría,Alta,0.996
452,Grande el Madrid ,12233,448,382,2023-05-17 20:25:15,13063,Alto,Alegría,Alta,0.991
453,"No os enfadéis los del Madrid, que los culés llevamos años aguantando mierda y nos tocaba una alegría, hombre yaaaaaaaaaaaaaaaa",12557,532,261,2023-05-17 22:17:26,13350,Alto,Enfado,Alta,0.92
454,"El podcast de hoy con El Estepario Siberiano lleva desde ayer procesando y no se completa, no entiendo por qué, pero es un nuevo error de YT. Lo he resubido ahora para ver si acaba funcionando, pero de otra forma no lo podrá publicarse hoy. Esperemos que sí ",1857,48,33,2023-05-18 11:47:23,1938,Bajo,Neutral,Alta,0.985
455,"Ojalá un día el Xokas y Tamayo se conocieran y se sentaran a hablar un rato, y no estuvieran contaminados por la peste de las redes sociales y de los fanatismos de ambos lados.
Estoy seguro de que solucionarían buena parte de sus “problemas” porque son dos excelentes personas.",19919,650,756,2023-05-21 16:04:13,21325,Alto,Enfado,Media,0.526
456,"Para que veáis lo que me pasa CON TODOS los vídeos en los últimos dos meses:
Por si no lo sabéis, un vídeo amarillo = casi no cobrar nada.
Lo que tengo que hacer es pedir revisión uno a uno, y al cabo de varios días me los ponen casi todos en verde. Pero por supuesto, han perdido",13573,451,388,2023-05-23 14:15:08,14412,Alto,Neutral,Alta,0.901
457,"NUEVO PODCAST
Mientras decido que hago con mi The Wild Project, y en qué plataforma lo acabo haciendo... Seguimos trabajando: aquí tenéis la tertulia de hoy, ¡Con Leo y Albert y muchos temas interesantes!
¡No os lo perdáis!

https://
youtu.be/SJFJkxXCLME",3575,84,66,2023-05-23 14:35:17,3725,Medio,Alegría,Alta,0.813
458,"NUEVO PODCAST
Aunque sigo sin monetizar ni un solo vídeo de los que hago, la cosa no para. Hoy se viene un tío MUY GRANDE, Joan Pradells, que me hace parecer un chico de 155 y 48kg.
No os perdáis la charla, porque está muy interesante ",3376,120,68,2023-05-25 14:59:09,3564,Medio,Alegría,Alta,0.977
459,"He visto imágenes similares, incluso he reaccionado en el podcast, pero cada vez que veo un vídeo de Kengsinton y de la pandemia de fentanilo me quedo fatal, poco se habla de lo que está pasando a día de hoy en Estados Unidos. Es como una película apocalíptica real.",9418,735,191,2023-05-28 18:05:43,10344,Alto,Tristeza,Media,0.594
460,"NUEVO PODCAST
Tertulia como cada semana en The Wild Project. En esta ocasión hablamos de muchas cosas, siendo una de ellas la mala situación que tengo con YT y la posibilidad de llevar TWP a otras plataformas... ¡Todos a verlo!",1410,44,29,2023-05-30 14:34:25,1483,Bajo,Neutral,Alta,0.985
461,"NUEVO PODCAST
Mariah Oliver, que fue fundadora, madrina y reina de los Latin Kings me visita para una charla brutal. Desde su paso por la cárcel, hasta como reinsertar a los pandilleros. Una maravilla de historia y de persona. ¡No os lo perdáis!",1175,47,27,2023-06-01 14:36:36,1249,Bajo,Alegría,Alta,0.991
462,"Si Messi viene al Barça la temporada que viene, me tiño de rubio. Guardad esto.",26203,1189,289,2023-06-05 12:48:20,27681,Alto,Neutral,Alta,0.849
463,Me saldrá barato ver 4 pulpos este verano,5972,208,31,2023-06-06 14:40:39,6211,Medio,Neutral,Alta,0.869
464,"NUEVO PODCAST
Tertulia como cada semana con uno de los temas más interesantes de los últimos tiempos: ¡¡Desvelado el Asesino de Zodiaco 50 años después!!",646,22,16,2023-06-06 15:05:01,684,Bajo,Neutral,Baja,0.493
465,"ESPECIAL CINE EN THE WILD PROJECT
Un crack total, 
@JMaquiavello
 viene para hablar durante 5 horas de cine (y series). Los mejores de la historia, la cara B de Hollywood, la inclusión, películas polémicas, diectores top y sobrevalorados... ¡Tremendo!",2093,198,70,2023-06-08 14:41:55,2361,Bajo,Alegría,Alta,0.994
466,Guardiola es el mejor entrenador del mundo. No busquéis más excusas.,6077,262,135,2023-06-11 05:01:18,6474,Medio,Neutral,Media,0.717
467,"Tenía mis dudas, pero STARFIELD tiene una pinta tan tremenda, que me lo voy a meter por donde sea con mucho gusto ",2365,62,53,2023-06-11 21:46:33,2480,Bajo,Neutral,Media,0.588
468,"Y tras Starfield, Baldur’s Gate 3 muestra esta putísima locura… Vuelvo a poner sobre la mesa que este 2023 puede ser el mejor año de la historia de los videojuegos ",1338,45,32,2023-06-12 12:16:42,1415,Bajo,Alegría,Media,0.743
469,"Después del desastre de la firma de St Jordi, 
@PapaGiorgioReal
 y yo os prometimos otra en Barcelona… pues aquí está 
Tenéis que registraros en el link para que os apunten y así no haya problemas como la otra vez. Nos vemos el viernes 

https://
eventbrite.es/e/entradas-fir
ma-de-jordi-wild-y-papa-giorgio-652057370147?aff=oddtdtcreator
…",1231,37,18,2023-06-13 14:34:53,1286,Bajo,Neutral,Media,0.57
470,"NUEVO PODCAST
Javi Santaolalla 
@JaSantaolalla
  y Enric de Adictos a la Filosofia me acompañan para esta tertulia tan bonita, con tantas risas y conocimiento. ¡No os lo perdáis!",793,46,19,2023-06-13 15:05:54,858,Bajo,Alegría,Alta,0.996
471,"NUEVO PODCAST
Especial Filosofía y Ciencia en The Wild Project. ¿Existe Dios? ¿Vivimos en una simulación? ¿El tiempo existe de verdad? Muchas preguntas existenciales se lanzan en este episodio que os romperá la cabeza ",932,55,29,2023-06-15 15:16:31,1016,Bajo,Neutral,Alta,0.908
472,"NUEVO PODCAST
Nacho, siempre te tendremos en nuestros corazones ",711,24,32,2023-06-20 14:57:34,767,Bajo,Alegría,Alta,0.971
473,"Acaba de salir el nuevo FINAL FANTASY XVI en exclusiva para PlayStation5.

Mi saga favorita nos trae una nueva historia en Valisthea, combate único en un Final Fantasy, espectacular máximo, batallas épicas con eikons gigantes...

Aunque no seais expertos de la saga o no hayáis",3774,88,92,2023-06-22 19:25:48,3954,Medio,Alegría,Alta,0.887
474,"Sorpresa: nuevo vídeo en El Rincón de Giorgio 
El caso de torturesoup.avi es uno de los más intrigantes y terroríficos de la historia de internet… ¡Todos a verlo!",2682,119,47,2023-06-25 13:57:50,2848,Medio,Alegría,Media,0.726
475,Yo si fuera Ibai me pego un tiro con todos los problemas de este año ,52786,963,441,2023-06-26 21:58:37,54190,Viral,Neutral,Alta,0.851
476,"Este sábado 8 de julio ESPECIAL VERANO (EN DIRECTO) en The Wild Project. De 4 de la tarde a 6 de la madrugada. Con:
- Debate sobre la existencia de DIOS ft 
@QuantumFracture
 y Josué Moreno
- Charla con 
@TheGrefg
 
- Tertulia especial
- Terror con sorpresas",1967,108,56,2023-07-06 19:44:47,2131,Bajo,Neutral,Alta,0.967
477,hola buenas tardes,11496,284,436,2023-07-07 15:27:01,12216,Alto,Neutral,Media,0.699
478,"Hoy pasará esto en el ESPECIAL VERANO de The Wild Project…
Id conectando que empieza ya

https://
youtube.com/live/qs7CGpmXM
hQ
…",2806,91,27,2023-07-08 13:59:03,2924,Medio,Neutral,Alta,0.996
479,"Y empezamos con esta locura:

https://
youtube.com/live/qs7CGpmXM
hQ
…",1597,79,49,2023-07-08 15:03:17,1725,Bajo,Neutral,Alta,0.87
480,"Se ha cortado la conexión del directo por motivos desconocidos, este es el nuevo link:",1317,56,57,2023-07-08 23:28:32,1430,Bajo,Neutral,Alta,0.987
481,Mark Zuckerberg parece más robot que los robots.,8117,140,65,2023-07-13 01:14:49,8322,Medio,Neutral,Alta,0.94
482,"Brad Pitt en 2023. 59 años.
Se tomó en serio lo de Benjamin Button eh.",16633,643,59,2023-07-16 13:51:08,17335,Alto,Neutral,Alta,0.863
483,"A Alcaraz se le está poniendo cara de Nadal.
Qué escándalo.",8118,210,45,2023-07-16 17:55:30,8373,Medio,Sorpresa,Alta,0.803
484,"Cariño, sal un momento a comprar comida.
El cariño:",12637,457,80,2023-07-18 13:06:40,13174,Alto,Neutral,Alta,0.982
485,Más ciencia ficción que STAR WARS,7577,196,66,2023-07-24 13:25:25,7839,Medio,Neutral,Alta,0.936
486,La nueva X de Twitter parece diseñada por mi primo chico con problemas de visión que ha repetido 5 años secundaria.,7167,223,90,2023-07-26 12:54:40,7480,Medio,Neutral,Alta,0.976
487,"Si lo que David Grusch (ex alto cargo de la inteligencia estadounidense) ha jurado, bajo pena de perjurio, es cierto, de que el gobierno americano tiene muestras de restos extraterrestres reales… Estaríamos ante una de las noticias más gordas de la historia. Veremos qué pasa.",40903,2558,832,2023-07-27 14:59:41,44293,Alto,Sorpresa,Baja,0.306
488,Esto no me lo pierdo ,5606,341,54,2023-07-28 14:34:08,6001,Medio,Neutral,Alta,0.861
489,Los que me conozcan entienden el lore,8912,249,94,2023-07-28 17:19:05,9255,Medio,Neutral,Alta,0.978
490,real,58535,4306,153,2023-08-09 14:43:00,62994,Viral,Neutral,Baja,0.496
491,La primera táctica que les enseña Bordalás a sus equipos,15213,909,131,2023-08-13 20:34:20,16253,Alto,Neutral,Alta,0.952
492,Top 1 momentos de este verano: mi padre en una fiesta de la espuma ,23544,776,157,2023-08-16 18:27:07,24477,Alto,Alegría,Alta,0.98
493,"Estoy un poco desconectado este verano, pero quiero mandar mi cariño y apoyo más grande a mis hermanos de Tenerife por este jodido incendio que, por lo que he visto, está siendo terrorífico.
Ojalá pueda controlarse en breve, y si ha sido provocado, que el peor de los castigos",6753,189,69,2023-08-18 21:09:51,7011,Medio,Tristeza,Alta,0.959
494,Sigue el show de mi padre en Mexico ,5706,200,61,2023-08-27 15:57:30,5967,Medio,Neutral,Alta,0.981
495,Mi padre siempre gana,1385,37,12,2023-08-27 16:06:26,1434,Bajo,Alegría,Alta,0.934
496,"Aquí con los panas celebrando mi cumple 

¡Mil gracias a tod@s por vuestros mensajes y felicitaciones! Sois the best 

PD: Regreso en poquitos días… ",12714,291,235,2023-08-28 16:31:02,13240,Alto,Alegría,Alta,0.997
497,"STARFIELD es un juego Bethesda old school, para lo bueno y para lo malo.
Lo bueno: mucho texto y de cierta calidad, bastantes decisiones importantes, libertad para ser cómo quieras, seguramente un buen puñado de misiones interesantes, el combate me ha parecido de lo mejor que han",3994,167,144,2023-09-01 13:57:29,4305,Medio,Neutral,Media,0.542
498,"Cada hora que juego a STARFIELD me gusta más 
Todd Howard te como los huevos.",5572,209,132,2023-09-06 16:47:27,5913,Medio,Alegría,Alta,0.966
499,"Si Strickland acaba ganando a puntos a Adesanya, es una de las mayores sorpresas de la historia de la UFC 
#UFC293",1678,44,42,2023-09-10 04:27:38,1764,Bajo,Neutral,Alta,0.841
500,"Qué puta locura lo de Strickland!!!!!
#UFC293",1586,54,42,2023-09-10 04:35:20,1682,Bajo,Sorpresa,Alta,0.932
501,"MAÑANA REGRESA THE WILD PROJECT
A las 5 de la tarde (hora española) comenzamos temporada, con Salva y Albert que se reconcilian después de meses sin hablarse.
Y hay novedades con el Justin Bieber de la suerte…",3632,143,66,2023-09-11 15:00:51,3841,Medio,Alegría,Alta,0.93
502,"Regresa THE WILD PROJECT hoy:

https://
youtu.be/vb-MM2qn4nI

Todo el mundo a verlo, volvemos con fuerza, con amor y cariño ",2017,115,61,2023-09-12 14:05:02,2193,Bajo,Alegría,Alta,0.992
503,por qué los supuestos aliens parecen un extra de Men In Black 2,53454,1794,628,2023-09-13 19:34:12,55876,Viral,Sorpresa,Media,0.629
504,"NUEVO PODCAST

@gerardromero
 se viene para contarme cositas muy jugosas del Barça ",1646,89,63,2023-09-14 15:56:30,1798,Bajo,Neutral,Alta,0.93
505,"SORPRESA: Nuevo vídeo en El Rincón de Giorgio
Os dije que volvería a los dos canales 
Las cintas de vídeo de Ricardo López, o como un hombre grabó su descenso a la locura con la intención de matar a la cantante Björk.",3472,142,55,2023-09-17 15:48:45,3669,Medio,Neutral,Alta,0.934
506,"NUEVO PODCAST
Tertulia con mi querida Leo y mi querido Sergio 
¡Todo el mundo a verla!",829,31,25,2023-09-19 14:56:14,885,Bajo,Alegría,Alta,0.992
507,"Amores, me ha dado un ataque fuerte de vértigo (mareos constantes, vómitos, no puedo levantarme), por lo que dudo mucho que este lunes haya tertulia, y ya veremos cuando regreso.
No es nada grave, pero mientras esté con ello, me es imposible hacer nada que no sea estar estirado.",13102,248,476,2023-09-22 17:40:13,13826,Alto,Neutral,Media,0.575
508,"La cara de felicidad por poder jugar en cualquier sitio con el mejor portátil que he tenido en mi vida: el Legion Pro 7i, que viene con #IntelCorei9Processor y serie 40 de Nvidia. Puedes conseguirlo con 20% dto. aquí: 
https://
lenovo.com/es/es/p/laptop
s/legion-laptops/legion-pro-series/legion-pro-7i-gen-8-(16-inch-intel)/len101g0023
…
#Patrocinado",2966,52,129,2023-09-27 14:57:29,3147,Medio,Alegría,Alta,0.99
509,"Buenas noticias, aunque aún no estoy al 100%, ya me he recuperado lo suficiente como para grabar podcasts de nuevo 
Así que hoy regresa THE WILD PROJECT y jueves nuevo invitado espectacular (espero que os gusten las aventuras...)",3136,52,84,2023-10-03 14:07:08,3272,Medio,Alegría,Alta,0.995
510,"NUEVO PODCAST
El crack de Aníbal Bueno me visita para un podcast de aventuras en el que aprenderemos algunas cosas casi inimaginables. ¡No os lo perdáis!",601,35,25,2023-10-05 14:55:08,661,Bajo,Alegría,Alta,0.993
511,"Cuando la UFC venga a España con Ilia Topuria quiero estar involucrado de algún modo, como si tengo que llevar las toallas a los luchadores, pero metedme ahí por algún lado. Os quiero 
@UFCEspanol
 
@ufc",6535,155,74,2023-10-09 21:41:56,6764,Medio,Neutral,Media,0.681
512,"NUEVO PODCAST
David Jiménez regresa al podcast para un episodio en el que analizará lo que está pasando en Israel,  sin olvidar los propios problemas de España como la amnistía. También contará más aventuras que ha vivido y mucho más. ¡No os lo perdáis!",1488,141,46,2023-10-12 14:37:34,1675,Bajo,Neutral,Media,0.538
513,"NUEVO PODCAST
Arkano me visita, para un podcast en el que hablaremos de todo, desde batallas de gallos legendarias, hasta su paso por tv, así como las críticas que ha tenido que aguantar y su no tan idílica vida privada. Un genio 
@SmoothArkano",878,46,38,2023-10-19 14:37:33,962,Bajo,Alegría,Alta,0.966
514,El ser humano más fachero del planeta,10093,253,68,2023-10-20 18:41:37,10414,Alto,Alegría,Media,0.64
515,Volkanovski nooooooooooooooooooooooooooooooo,4884,165,140,2023-10-21 20:08:09,5189,Medio,Neutral,Alta,0.79
516,"También en audio, el número 1 indiscutible.
Hemos vuelto con fuerza, gracias a vosotros por el cariño y la lealtad.
Este año será grandioso.",3943,87,80,2023-10-22 13:36:07,4110,Medio,Alegría,Alta,0.997
517,"Para todos los que me preguntáis:
Como HALLOWEEN es el martes, esta SEMANA DE HALLOWEEN en el Rincón de Giorgio comenzará el lunes 30 de Octubre, y terminará el 5 de Noviembre. Así la noche de Halloween está dentro de la propia semana 
Os vais a cagar de miedo...",5814,262,105,2023-10-27 14:14:44,6181,Medio,Neutral,Alta,0.867
518,Se me acaba de romper el corazón en pedazos,20183,1522,221,2023-10-29 01:32:33,21926,Alto,Tristeza,Alta,0.991
519,"COMIENZA LA SEMANA DE HALLOWEEN 2023
Cada día, contenido de temática oscura y de terror.
Hoy: la historia real de Luis Alfredo Garavito, LA BESTIA, el mayor y más repugnante asesino en serie de la historia.",1834,163,38,2023-10-30 14:17:46,2035,Bajo,Enfado,Media,0.598
520,"1, 2 o 3",1110,25,54,2023-10-31 17:44:03,1189,Bajo,Neutral,Alta,0.954
521,"Todos hoy de fiesta y yo trabajando como un cabrón como cada Halloween. Maldito el día que me inventé La Semana de jalouin 
Disfrutad por mi por favor, haced el amor y bailad en akelarres. Gracias.",5725,158,84,2023-10-31 21:47:44,5967,Medio,Alegría,Media,0.695
522,"NUEVO PODCAST
Especial TERROR en The Wild Project con el gran Iker Jiménez 
@navedelmisterio
 en el que relatará un montón de historias terroríficas que os van a dejar el culo torcido. Continuamos con LA SEMANA DE HALLOWEEN  

https://
youtu.be/1IL4LgKSUzk?si
=PmAOvh9-J3L3WAQm
…",1228,106,33,2023-11-01 15:59:38,1367,Bajo,Neutral,Alta,0.962
523,"NOCHE DE TERROR CONMIGO
Directo especial para seguir con esta SEMANA DE HALLOWEEN 2023 en mi canal, no os lo perdáis… o maldición para vosotros!!!",988,48,16,2023-11-03 20:27:14,1052,Bajo,Alegría,Alta,0.945
